,index,Tahun,Comments,preprocessed,tokenize_text,label,score
1404,1716,2023,"Buat gw aja sini koh , dari 2010 sampe sekarang belum Pernah punya aiphone",gue koh aiphone,"['gue', 'koh', 'aiphone']",netral,0
1405,1719,2023,Siapa yang gamauu tuch,tuh,['tuh'],netral,0
1406,1720,2023,Aku mau dongg kohh udh paket lengkapnih semoga dapet saweran iphonenya aamiin,koh paket lengkapnih moga sawer iphonenya amin,"['koh', 'paket', 'lengkapnih', 'moga', 'sawer', 'iphonenya', 'amin']",positif,5
1407,1721,2023,Aku mauu dong kooo aku udhpaket lengkapanih koo,udhpaket lengkapanih,"['udhpaket', 'lengkapanih']",netral,0
1408,1722,2023,Mau dongğ?¤?ğ?¤?,wajah peluk wajah peluk,"['wajah', 'peluk', 'wajah', 'peluk']",negatif,-6
1409,1723,2023,bismillah dpett ğ??¢,bismillah dpet wajah menang,"['bismillah', 'dpet', 'wajah', 'menang']",positif,3
1410,1724,2023,"DUIT AJA, GAK BUTUH AIPON  ",duit butuh aipon,"['duit', 'butuh', 'aipon']",negatif,-5
1411,1725,2023,ngiler bgt duhh... hp udh retak.. semoga aja kebagian ğ???ğ???    #riccienick  #rajasawer,ngiler banget duh hp retak moga bagi wajah malaikat wajah malaikat,"['ngiler', 'banget', 'duh', 'hp', 'retak', 'moga', 'bagi', 'wajah', 'malaikat', 'wajah', 'malaikat']",negatif,-12
1412,1726,2023,Minta sandal orang Random di Citayem terus kasih dia 300K bang TF gw 1jutaaa,sandal orang random citayem kasih k bang tf gue juta,"['sandal', 'orang', 'random', 'citayem', 'kasih', 'k', 'bang', 'tf', 'gue', 'juta']",negatif,-1
1413,1727,2023,Gua bgğ??,gua bang wajah senyum lebar mata hati,"['gua', 'bang', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-1
1414,1728,2023,Bagi gope aja bang buat manyambung hiduppp,gope bang manyambung hidup,"['gope', 'bang', 'manyambung', 'hidup']",negatif,-2
1415,1729,2023,Aku ğ???ğ???,angkat tangan angkat tangan,"['angkat', 'tangan', 'angkat', 'tangan']",positif,8
1416,1730,2023,"Klau di beri auto sambut sih, rezeki ga boleh di tolak",auto sambut sih rezeki tolak,"['auto', 'sambut', 'sih', 'rezeki', 'tolak']",positif,2
1417,1731,2023,maulah bos siapa yg ga mau ipon,mau bos ipon,"['mau', 'bos', 'ipon']",positif,7
1418,1732,2023,Beruntung ketemu tpi tak beruntung mendapatkan ğ??? #riccienick,untung ketemu untung angkat tangan,"['untung', 'ketemu', 'untung', 'angkat', 'tangan']",positif,9
1419,1733,2023,mauuu dong ko riccie btw aku prnh foto sm kkoğ??¥ğ??¥ğ???,riccie btw foto kko api api wajah gembira urai air mata,"['riccie', 'btw', 'foto', 'kko', 'api', 'api', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,6
1421,1736,2023,Gw bang udah paket lengkap lama ga dapet dapet,gue bang paket lengkap,"['gue', 'bang', 'paket', 'lengkap']",positif,3
1422,1737,2023,"Saya mau saya mau, bismillah semoga rejeki ğ???ğ??ğ?»",bismillah moga rejeki wajah gembira lipat tangan warna kulit cerah,"['bismillah', 'moga', 'rejeki', 'wajah', 'gembira', 'lipat', 'tangan', 'warna', 'kulit', 'cerah']",positif,12
1423,1738,2023,"pastinya akuu , ga ipon gpp ko penting uangnyaa kwkwkğ??¥â¤ï¸",pasti ipon gp uang kwkwk api hati merah,"['pasti', 'ipon', 'gp', 'uang', 'kwkwk', 'api', 'hati', 'merah']",positif,6
1424,1739,2023,Apa mau dikata... Aku disini.. kau ada disana,kata kau sana,"['kata', 'kau', 'sana']",negatif,-1
1425,1740,2023,"Caption elit, ngasih sulit",caption elit asih sulit,"['caption', 'elit', 'asih', 'sulit']",positif,2
1426,1741,2023,Gass bagikann!! Buat followers setiaa bang cek DM paket lengkap followğ??¥ğ??¥,gas bagi followers setia bang cek dm paket lengkap follow api api,"['gas', 'bagi', 'followers', 'setia', 'bang', 'cek', 'dm', 'paket', 'lengkap', 'follow', 'api', 'api']",negatif,-7
1427,1742,2023,  udah paket lengkap jg ni bang  ,paket lengkap nih bang,"['paket', 'lengkap', 'nih', 'bang']",positif,3
1428,1743,2023,mau uang aja bang 500rb buat beli buku ğ??ğ??ğ??,uang bang rb beli buku lipat tangan lipat tangan lipat tangan,"['uang', 'bang', 'rb', 'beli', 'buku', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan']",positif,2
1429,1744,2023,Mau banget ni wkwkw,banget nih wkwkw,"['banget', 'nih', 'wkwkw']",netral,0
1430,1745,2023,Gua bang... Buat belajar.. Hp ini udh lemot bgtt,gua bang ajar hp lot banget,"['gua', 'bang', 'ajar', 'hp', 'lot', 'banget']",negatif,-7
1431,1746,2023,"aku ga pernah dpt bang, hp gw dah pecah ni layar",bang hp gue deh pecah nih layar,"['bang', 'hp', 'gue', 'deh', 'pecah', 'nih', 'layar']",netral,0
1432,1747,2023,Bang saya dongğ??,bang wajah senyum lebar mata hati,"['bang', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-1
1433,1748,2023,Aku mauuu bg.. followers lama lu jihğ??¥,bang followers lu jih api,"['bang', 'followers', 'lu', 'jih', 'api']",positif,2
1434,1749,2023,Aku bangg,bang,['bang'],netral,0
1436,1751,2023,Aku dapet ga om???,om,['om'],netral,0
1437,1752,2023,"Bismillah bangg,,hp gua udh rusak ga adaa suaranyaa",bismillah bang hp gua rusak suara,"['bismillah', 'bang', 'hp', 'gua', 'rusak', 'suara']",positif,4
1438,1753,2023,Saya bgğ???,bang wajah gembira urai air mata,"['bang', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
1439,1754,2023,1 sama 2 sihğ??¥,sih api,"['sih', 'api']",positif,2
1440,1755,2023,Flaboy ğ???starboy,flaboy wajah gembira urai air mata starboy,"['flaboy', 'wajah', 'gembira', 'urai', 'air', 'mata', 'starboy']",negatif,-1
1441,1757,2023,Ehhh ntar mana khufranya kok malah orangÂ² ini khufranya mana??????,eh entar khufranya orang khufranya,"['eh', 'entar', 'khufranya', 'orang', 'khufranya']",netral,0
1442,1758,2023,Yang ke 4 Njizz bet daah ğ???,njiz banget dah wajah gembira urai air mata,"['njiz', 'banget', 'dah', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1443,1759,2023,Akun maksiat semuağ??ğ??¥ğ???,akun maksiat tepuk tangan api tidak lihat,"['akun', 'maksiat', 'tepuk', 'tangan', 'api', 'tidak', 'lihat']",positif,1
1444,1760,2023,yang kedua mukanya dipaksain jadi anime wwkğ???,muka dipaksain anime wwk wajah gembira urai air mata,"['muka', 'dipaksain', 'anime', 'wwk', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
1445,1761,2023,Yg ke 2 sok imut,sok imut,"['sok', 'imut']",negatif,-1
1446,1762,2023,Ko tante gw yang ditengah gak lu sorotğ??,tante gue tengah lu sorot wajah senyum sombong,"['tante', 'gue', 'tengah', 'lu', 'sorot', 'wajah', 'senyum', 'sombong']",netral,0
1447,1763,2023,Yg kedua wibuu,wibu,['wibu'],netral,0
1448,1764,2023,Paling caper yg ke 2 eww,caper ew,"['caper', 'ew']",netral,0
1449,1766,2023,Tag kan akun baju putih yang kedua dong,tag akun baju putih,"['tag', 'akun', 'baju', 'putih']",negatif,-2
1450,1767,2023,Pacar ny menor semua,pacar nya menor,"['pacar', 'nya', 'menor']",negatif,-1
1451,1768,2023,Pake baju merah,pakai baju merah,"['pakai', 'baju', 'merah']",positif,3
1452,1769,2023,Dosa loh bang,dosa loh bang,"['dosa', 'loh', 'bang']",negatif,-4
1453,1770,2023,Yang ke 2 boleh tuhğ??¿,tuh moa,"['tuh', 'moa']",netral,0
1454,1771,2023,jadiin istri aja kak,jadi istri kak,"['jadi', 'istri', 'kak']",negatif,-1
1455,1773,2023,Memanggg buayaaa,buaya,['buaya'],netral,0
1456,1774,2023,Pcrnya pgn duit dooang bjir,pacar pengin duit dooang bjir,"['pacar', 'pengin', 'duit', 'dooang', 'bjir']",negatif,-1
1457,1775,2023,  ktnya bodo amat ga julid lah itu diatas ngetik apaan kakak cantik berkamera nokia grafik 144p? ( yang dikatain grafik 4K ),bodo julid atas etik kakak cantik kamera nokia grafik p katai grafik k,"['bodo', 'julid', 'atas', 'etik', 'kakak', 'cantik', 'kamera', 'nokia', 'grafik', 'p', 'katai', 'grafik', 'k']",negatif,-11
1458,1776,2023,No 2 cantik bgt yang di tengah tengah kayak mamah mudağ??®,no cantik banget kayak mamah muda wajah dengan mulut buka,"['no', 'cantik', 'banget', 'kayak', 'mamah', 'muda', 'wajah', 'dengan', 'mulut', 'buka']",negatif,-12
1459,1778,2023,Mirip artis Thailand namanya Phan that ğ???,artis thailand nama phan that wajah gembira urai air mata,"['artis', 'thailand', 'nama', 'phan', 'that', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,1
1460,1779,2023,"Halalin dong bang,,,percuma kalau status nya pacar doang mahhğ???ğ???",halalin bang status nya pacar doang mah angkat tangan angkat tangan,"['halalin', 'bang', 'status', 'nya', 'pacar', 'doang', 'mah', 'angkat', 'tangan', 'angkat', 'tangan']",positif,7
1461,1780,2023,Yang ke 2 kayak anime  mukak ya,kayak anime mukak ya,"['kayak', 'anime', 'mukak', 'ya']",negatif,-3
1462,1781,2023,Kata nya 20 cw mana 15 nya lagi penipu,nya cewek nya tipu,"['nya', 'cewek', 'nya', 'tipu']",netral,0
1463,1783,2023,bsa lhhğ???,wajah gembira urai air mata,"['wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
1464,1784,2023,Bangga bnget kayanya dia,bangga banget kaya,"['bangga', 'banget', 'kaya']",positif,3
1465,1785,2023,Boleh tuh bg yang ke duağ???,tuh bang wajah nikmat,"['tuh', 'bang', 'wajah', 'nikmat']",positif,3
1466,1787,2023,Harga diri wanita berkurang lagi ges,harga wanita kurang ges,"['harga', 'wanita', 'kurang', 'ges']",netral,0
1467,1788,2023,Otw ke 20 pacar ğ???ğ???ğ???,otw pacar wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['otw', 'pacar', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1469,1790,2023,ğ??©:gue mah cuman mau hartanya,wanita gue mah cuman harta,"['wanita', 'gue', 'mah', 'cuman', 'harta']",netral,0
1470,1791,2023,Begini nih kalo belum nonton film siksa neraka,nih kalo tonton film siksa neraka,"['nih', 'kalo', 'tonton', 'film', 'siksa', 'neraka']",negatif,-14
1471,1792,2023,ka ceci aurat nyah,kak ceci aurat nya,"['kak', 'ceci', 'aurat', 'nya']",negatif,-2
1472,1793,2023,Mikk ee gemoyyy,mik e gemoy,"['mik', 'e', 'gemoy']",netral,0
1473,1794,2023,yang ke dua make up nya kayak make up agak anime,pakai up nya kayak pakai up anime,"['pakai', 'up', 'nya', 'kayak', 'pakai', 'up', 'anime']",negatif,-3
1474,1795,2023,Kita kira 1 vs barapa yk,vs barapa yk,"['vs', 'barapa', 'yk']",netral,0
1475,1796,2023,Iini mah bisnis instagram untuk jual beli perjanlayan antara bos,iini mah bisnis instagram jual beli perjanlayan bos,"['iini', 'mah', 'bisnis', 'instagram', 'jual', 'beli', 'perjanlayan', 'bos']",positif,6
1476,1797,2023,No 1 ...ngak be dandan ..pasti tetap cantik... Cantii nya luar biasa,no be dandan cantik cantik nya,"['no', 'be', 'dandan', 'cantik', 'cantik', 'nya']",netral,0
1477,1798,2023,Bg coba suruh cewek ya gak dandan,bang coba suruh cewek ya dandan,"['bang', 'coba', 'suruh', 'cewek', 'ya', 'dandan']",positif,3
1478,1799,2023,Percuma punya pacar banyak anak nya mana,pacar anak nya,"['pacar', 'anak', 'nya']",negatif,-1
1479,1800,2023,Yang terkhir menor bgt,terkhir menor banget,"['terkhir', 'menor', 'banget']",netral,0
1480,1801,2023,ga ada yang lebih cakep ?,cakep,['cakep'],positif,4
1481,1802,2023,ingat ciro ciro hanya untuk KUHFRA,ciro ciro kuhfra,"['ciro', 'ciro', 'kuhfra']",netral,0
1482,1803,2023,Biar apa bg nge pamerin cewekknya bg? Mau di jual kah kwkw BTW,biar bang nge pamerin cewekknya bang jual kah kwkw btw,"['biar', 'bang', 'nge', 'pamerin', 'cewekknya', 'bang', 'jual', 'kah', 'kwkw', 'btw']",positif,1
1483,1804,2023,kayz 5 kemana,kayz mana,"['kayz', 'mana']",netral,0
1484,1806,2023,HARTA TAHTA RICCIE STARBOY ğ??? EMANG GAK ADA LAWAN STARBOY SATU INIII ğ??¥ğ??¥ğ??¥ğ??¥ğ???ğ???,harta tahta riccie starboy mahkota lawan starboy api api api api angkat tangan angkat tangan,"['harta', 'tahta', 'riccie', 'starboy', 'mahkota', 'lawan', 'starboy', 'api', 'api', 'api', 'api', 'angkat', 'tangan', 'angkat', 'tangan']",positif,13
1485,1807,2023,Ricci mirip artis thailand nama nya sheent  theng,ricci artis thailand nama nya sheent theng,"['ricci', 'artis', 'thailand', 'nama', 'nya', 'sheent', 'theng']",positif,2
1486,1809,2023,Yg tengah itu lohğ??,loh wajah senyum lebar mata hati,"['loh', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-1
1487,1810,2023,Gk Takut dosa apa?,takut dosa,"['takut', 'dosa']",negatif,-7
1488,1811,2023,Yang kedua mirip anime,anime,['anime'],netral,0
1489,1812,2023,Mon maap ciro ciro buat kufra doangğ???,mon maaf ciro ciro kufra doang angkat tangan,"['mon', 'maaf', 'ciro', 'ciro', 'kufra', 'doang', 'angkat', 'tangan']",positif,3
1490,1813,2023,Dasar sasimo,dasar sasimo,"['dasar', 'sasimo']",netral,0
1491,1814,2023,Yg baju merah keluarin aja kurang cantik bg riccie,baju merah keluar cantik bang riccie,"['baju', 'merah', 'keluar', 'cantik', 'bang', 'riccie']",negatif,-2
1492,1815,2023,Nikahin semua lah bang dari pada pacaran kan dosa berani ga di nikahin semua ğ???ğ???,nikah bang pacar dosa berani nikah angkat tangan wajah gembira urai air mata,"['nikah', 'bang', 'pacar', 'dosa', 'berani', 'nikah', 'angkat', 'tangan', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1493,1816,2023,Yang pertama ckep bat bjirr,ckep banget bjir,"['ckep', 'banget', 'bjir']",netral,0
1494,1817,2023,Cntk semua dong,cantik,['cantik'],negatif,-2
1495,1818,2023,ouh abang otw masuk neraka ya semua nya kelihatan cantik tapi sayang tempat nya di neraka,ouh abang otw masuk neraka ya nya cantik sayang nya neraka,"['ouh', 'abang', 'otw', 'masuk', 'neraka', 'ya', 'nya', 'cantik', 'sayang', 'nya', 'neraka']",negatif,-12
1496,1819,2023,Yg pertama itu cantiknya bangetttğ??,cantik banget wajah senyum lebar mata hati,"['cantik', 'banget', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-3
1497,1820,2023,  yg terakhir putusin aja bang,putusin bang,"['putusin', 'bang']",netral,0
1498,1821,2023,Sungguh tidak mendidik anda y,sungguh didik ya,"['sungguh', 'didik', 'ya']",positif,3
1499,1822,2023,Pacar yang kaka yang ke 1 cantik banget sumpahâ??,pacar kakak cantik banget sumpah,"['pacar', 'kakak', 'cantik', 'banget', 'sumpah']",negatif,-3
1500,1823,2023,Riccienick .pacar byak  bgt ssihhğ??ğ?¿,riccienick pacar banget ssih tepuk tangan warna kulit gelap,"['riccienick', 'pacar', 'banget', 'ssih', 'tepuk', 'tangan', 'warna', 'kulit', 'gelap']",negatif,-4
1501,1824,2023,  tante girang,tante girang,"['tante', 'girang']",positif,3
1502,1825,2023,Ngikut gaya nya  ,ngikut gaya nya,"['ngikut', 'gaya', 'nya']",netral,0
1503,1826,2023,Yang rambut poni itu cantik tambah lucu ğ?¥°,rambut poni cantik lucu wajah senyum dengan hati,"['rambut', 'poni', 'cantik', 'lucu', 'wajah', 'senyum', 'dengan', 'hati']",netral,0
1504,1827,2023,Yg paling cantik bagiku sih pacar nya yg pertama karna apa karna bajunya lebih sopan lahğ??®,cantik bagi sih pacar nya baju sopan wajah dengan mulut buka,"['cantik', 'bagi', 'sih', 'pacar', 'nya', 'baju', 'sopan', 'wajah', 'dengan', 'mulut', 'buka']",negatif,-4
1505,1828,2023,  terus kalo muka situ kaya gimana komenÂ² muka orangğ???,kalo muka situ kayak komen muka orang wajah gembira urai air mata,"['kalo', 'muka', 'situ', 'kayak', 'komen', 'muka', 'orang', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1506,1829,2023,gw tau cewe lu banyak tapi suruh ganti baju tu cwe,gue tau cewek lu suruh ganti baju cewek,"['gue', 'tau', 'cewek', 'lu', 'suruh', 'ganti', 'baju', 'cewek']",netral,0
1507,1830,2023,"  rill genre harem sih, karna koko sdh membuktikan dr animeğ???ğ???ğ???",ril genre harem sih koko bukti anime wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['ril', 'genre', 'harem', 'sih', 'koko', 'bukti', 'anime', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-6
1508,1831,2023,Cewe nya pada ga berani nyebur full ya? Soalnya nanti make up nya ilang,cewek nya berani cebur ful ya pakai up nya hilang,"['cewek', 'nya', 'berani', 'cebur', 'ful', 'ya', 'pakai', 'up', 'nya', 'hilang']",negatif,-6
1509,1832,2023,Cwek nya cantik" KK cowok nya ganteng bget,cewek nya cantik cowok nya ganteng banget,"['cewek', 'nya', 'cantik', 'cowok', 'nya', 'ganteng', 'banget']",negatif,-2
1510,1833,2023,Cwe  nya dalam pikirannya udah keren banget,cewek nya pikir keren banget,"['cewek', 'nya', 'pikir', 'keren', 'banget']",negatif,-1
1511,1834,2023,Baju GK diganti sulit,baju ganti sulit,"['baju', 'ganti', 'sulit']",positif,2
1512,1835,2023,Sultan elit,sultan elit,"['sultan', 'elit']",netral,0
1513,1836,2023,Yang baju merah di Ban aja bang,baju merah ban bang,"['baju', 'merah', 'ban', 'bang']",positif,3
1514,1837,2023,"Jir bang , playboy amat gak dosa tuh",jir bang playboy dosa tuh,"['jir', 'bang', 'playboy', 'dosa', 'tuh']",negatif,-7
1515,1838,2023, .y ooohh padahal sy gak sebut kamu loh mbağ???ğ??? kok ngerasa sihğ???,ya oh loh mbak wajah gembira urai air mata wajah gembira urai air mata sih wajah dengan mata ke atas,"['ya', 'oh', 'loh', 'mbak', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'sih', 'wajah', 'dengan', 'mata', 'ke', 'atas']",negatif,-8
1516,1839,2023,Minta 1 boleh lahğ???,wajah gembira urai air mata,"['wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
1517,1840,2023,Yang kedua itu model apaann si,model sih,"['model', 'sih']",positif,3
1518,1841,2023,Starboy ???. Emang ini starboy ya,starboy starboy ya,"['starboy', 'starboy', 'ya']",netral,0
1519,1842,2023,Kog cm 5 trus keliatan.katanya 19ğ???,kelihatankatanya wajah gembira urai air mata,"['kelihatankatanya', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
1520,1843,2023,Sebelah kiri nya riccienick kaya pik meğ??¢ğ??¢,belah kiri nya riccienick kayak pik me wajah menang wajah menang,"['belah', 'kiri', 'nya', 'riccienick', 'kayak', 'pik', 'me', 'wajah', 'menang', 'wajah', 'menang']",negatif,-13
1521,1844,2023,Pacar no 1 yg plingg cantik,pacar no cantik,"['pacar', 'no', 'cantik']",negatif,-3
1522,1845,2023,Yg keterakhir jelek bagat,akhir jelek bagat,"['akhir', 'jelek', 'bagat']",negatif,-5
1523,1846,2023,YANG BAJU COKLAT CANTIK BANGET BANG EMANG GAK SALAH DAH PILIHA KAK RICCIE,baju coklat cantik banget bang salah deh piliha kak riccie,"['baju', 'coklat', 'cantik', 'banget', 'bang', 'salah', 'deh', 'piliha', 'kak', 'riccie']",negatif,-4
1524,1847,2023,Mahkota mu di mana nona,mahkota mu nona,"['mahkota', 'mu', 'nona']",negatif,-3
1525,1848,2023,"Yg ke 2 pick me plissğ??­ğ??­,itu pun garaÂ² make up",pick me plis wajah menang keras wajah menang keras gara pakai up,"['pick', 'me', 'plis', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'gara', 'pakai', 'up']",negatif,-6
1526,1849,2023,Riccie mirip artis Thailand nama nya Phan tat,riccie artis thailand nama nya phan tat,"['riccie', 'artis', 'thailand', 'nama', 'nya', 'phan', 'tat']",positif,2
1527,1850,2023,Bang baju pacar lu kurang bahan,bang baju pacar lu bahan,"['bang', 'baju', 'pacar', 'lu', 'bahan']",negatif,-2
1528,1851,2023,Yg pertama sih cantiknya ga ada lawan â¤ï¸,sih cantik lawan hati merah,"['sih', 'cantik', 'lawan', 'hati', 'merah']",negatif,-4
1529,1852,2023,Anday itu semurah vario dah ku borong,anday murah vario deh ku borong,"['anday', 'murah', 'vario', 'deh', 'ku', 'borong']",positif,2
1530,1853,2023,Didiklah anak bangsa kita dgn konten yg ber MAKNA,didik anak bangsa konten ber makna,"['didik', 'anak', 'bangsa', 'konten', 'ber', 'makna']",positif,5
1531,1855,2023,Ke pantek berasa pantai,pantek asa pantai,"['pantek', 'asa', 'pantai']",positif,2
1532,1856,2023,Emoyyyyy snyumna banggcuuâ¤ï¸ğ?¤¤,emoy snyumna banggcu hati merah ngiler,"['emoy', 'snyumna', 'banggcu', 'hati', 'merah', 'ngiler']",negatif,-2
1533,1857,2023,Dimana bang,mana bang,"['mana', 'bang']",netral,0
1534,1858,2023,   bg wiill uda follow ig di tik tok uda lama gk dapat juga... Aku nya kpn bg dpat,bang wiil follow ig tik tok nya bang dpat,"['bang', 'wiil', 'follow', 'ig', 'tik', 'tok', 'nya', 'bang', 'dpat']",netral,0
1535,1859,2023,  bg aku da follow ne mw  bgi hadia nya,bang dah follow hadia nya,"['bang', 'dah', 'follow', 'hadia', 'nya']",negatif,-3
1536,1860,2023,Keren dan ganteng banget ya ğ?¤?ğ?»,keren ganteng banget ya panggil saya warna kulit cerah,"['keren', 'ganteng', 'banget', 'ya', 'panggil', 'saya', 'warna', 'kulit', 'cerah']",negatif,-4
